Entry_ID,Source_Organism,Accession_Code
2RFX,Homo sapiens,"('P01889', 'P01834')"
2RFX,Homo sapiens,"('P61769', 'P01834')"
2SEB,Homo sapiens,"('P01903', 'P01911')"
2SEB,Homo sapiens,"('P01903', 'P02458')"
2SEB,Homo sapiens,"('P01911', 'P02458')"
2UWE,Homo sapiens,"('P04439', 'P61769')"
2UWE,Homo sapiens,"('P04439', 'Q9NPA0')"
2UWE,Homo sapiens,"('P61769', 'Q9NPA0')"
2UXN,Homo sapiens,"('O60341', 'Q9UKL0')"
2UXN,Homo sapiens,"('O60341', 'P68431')"
2UXN,Homo sapiens,"('Q9UKL0', 'P68431')"
2V1D,Homo sapiens,"('O60341', 'Q9UKL0')"
2V1D,Homo sapiens,"('O60341', 'Q16695')"
2V1D,Homo sapiens,"('Q9UKL0', 'Q16695')"
2VDO,Homo sapiens,"('P08514', 'P05106')"
2VDO,Homo sapiens,"('P08514', 'P02679')"
2VDO,Homo sapiens,"('P05106', 'P02679')"
2VDP,Homo sapiens,"('P08514', 'P05106')"
2VDP,Homo sapiens,"('P08514', 'P02679')"
2VDP,Homo sapiens,"('P05106', 'P02679')"
2VDQ,Homo sapiens,"('P08514', 'P05106')"
2VDQ,Homo sapiens,"('P08514', 'P02679')"
2VDQ,Homo sapiens,"('P05106', 'P02679')"
2VDR,Homo sapiens,"('P02679', 'P08514')"
2VDR,Homo sapiens,"('P02679', 'P05106')"
2VDR,Homo sapiens,"('P08514', 'P05106')"
2VLR,Homo sapiens,"('P04439', 'P61769')"
2VLR,Homo sapiens,"('P04439', 'P03485')"
2VLR,Homo sapiens,"('P61769', 'P03485')"
2VPG,Homo sapiens,"('Q9Y3Y4', 'O00512')"
2VPG,Homo sapiens,"('Q9Y3Y4', 'P68431')"
2VPG,Homo sapiens,"('O00512', 'P68431')"
2WNU,Homo sapiens,"('P02745', 'P02746')"
2WNU,Homo sapiens,"('P02745', 'P02747')"
2WNU,Homo sapiens,"('P02746', 'P02747')"
2WNV,Homo sapiens,"('P02745', 'P02746')"
2WNV,Homo sapiens,"('P02745', 'P02747')"
2WNV,Homo sapiens,"('P02746', 'P02747')"
2WTK,Homo sapiens,"('Q9Y376', 'Q7RTN6')"
2WTK,Homo sapiens,"('Q9Y376', 'Q15831')"
2WTK,Homo sapiens,"('Q7RTN6', 'Q15831')"
2X0L,Homo sapiens,"('O60341', 'Q9UKL0')"
2X0L,Homo sapiens,"('O60341', 'P68431')"
2X0L,Homo sapiens,"('Q9UKL0', 'P68431')"
2XNX,Homo sapiens,"('P02671', 'P02675')"
2XNX,Homo sapiens,"('P02671', 'P02679')"
2XNX,Homo sapiens,"('P02675', 'P02679')"
2XNY,Homo sapiens,"('P02671', 'P02675')"
2XNY,Homo sapiens,"('P02671', 'P02679')"
2XNY,Homo sapiens,"('P02675', 'P02679')"
2XPG,Homo sapiens,"('P04439', 'P61769')"
2XPG,Homo sapiens,"('P04439', 'P60201')"
2XPG,Homo sapiens,"('P61769', 'P60201')"
2XQN,Homo sapiens,"('Q9Y615', 'Q8N8S7')"
2XQN,Homo sapiens,"('Q9Y615', 'Q9UGI8')"
2XQN,Homo sapiens,"('Q8N8S7', 'Q9UGI8')"
2XWB,Homo sapiens,"('P01024', 'P00751')"
2XWB,Homo sapiens,"('P01024', 'P00746')"
2XWB,Homo sapiens,"('P00751', 'P00746')"
2Y48,Homo sapiens,"('O60341', 'Q9UKL0')"
2Y48,Homo sapiens,"('O60341', 'O95863')"
2Y48,Homo sapiens,"('Q9UKL0', 'O95863')"
2YPL,Homo sapiens,"('P01889', 'P61769')"
2YPL,Homo sapiens,"('P01889', 'Q70XD7')"
2YPL,Homo sapiens,"('P61769', 'Q70XD7')"
2ZME,Homo sapiens,"('Q96H20', 'Q86VN1')"
2ZME,Homo sapiens,"('Q96H20', 'Q9BRG1')"
2ZME,Homo sapiens,"('Q86VN1', 'Q9BRG1')"
3.00E+00,Homo sapiens,"('P19793', 'P37231')"
3.00E+00,Homo sapiens,"('P19793', 'Q15596')"
3.00E+00,Homo sapiens,"('P37231', 'Q15596')"
3A1J,Homo sapiens,"('Q99638', 'O60921')"
3A1J,Homo sapiens,"('Q99638', 'O60671')"
3A1J,Homo sapiens,"('O60921', 'O60671')"
3AM8,Homo sapiens,"('P61769', 'Q0QI92')"
3AM8,Homo sapiens,"('P61769', 'P13747')"
3AM8,Homo sapiens,"('Q0QI92', 'P13747')"
3B2U,Homo sapiens,"('P00734', 'Q6GMX6')"
3B2U,Homo sapiens,"('P00734', 'P00533')"
3B2U,Homo sapiens,"('Q6GMX6', 'P00533')"
3B3I,Homo sapiens,"('P01889', 'P61769')"
3B3I,Homo sapiens,"('P01889', 'P32241')"
3B3I,Homo sapiens,"('P61769', 'P32241')"
3B6S,Homo sapiens,"('P01889', 'P61769')"
3B6S,Homo sapiens,"('P01889', 'P32241')"
3B6S,Homo sapiens,"('P61769', 'P32241')"
3BGM,Homo sapiens,"('P04439', 'P61769')"
3BGM,Homo sapiens,"('P04439', 'Q9BZL6')"
3BGM,Homo sapiens,"('P61769', 'Q9BZL6')"
3BH8,Homo sapiens,"('P04439', 'P61769')"
3BH8,Homo sapiens,"('P04439', 'P33241')"
3BH8,Homo sapiens,"('P61769', 'P33241')"
3BH9,Homo sapiens,"('P04439', 'P61769')"
3BH9,Homo sapiens,"('P04439', 'Q8WVV4')"
3BH9,Homo sapiens,"('P61769', 'Q8WVV4')"
3BHB,Homo sapiens,"('P61769', 'Q86UW6')"
3BHB,Homo sapiens,"('P61769', 'P04439')"
3BHB,Homo sapiens,"('Q86UW6', 'P04439')"
3BN9,Homo sapiens,"('P11836', 'Q9Y5Y6')"
3BN9,Homo sapiens,"('P11836', 'P01764')"
3BN9,Homo sapiens,"('Q9Y5Y6', 'P01764')"
3BO8,Homo sapiens,"('P04439', 'P61769')"
3BO8,Homo sapiens,"('P04439', 'P43355')"
3BO8,Homo sapiens,"('P61769', 'P43355')"
3BP4,Homo sapiens,"('P61769', 'P10619')"
3BP4,Homo sapiens,"('P61769', 'P01889')"
3BP4,Homo sapiens,"('P10619', 'P01889')"
3BP7,Homo sapiens,"('P01889', 'P61769')"
3BP7,Homo sapiens,"('P01889', 'P10619')"
3BP7,Homo sapiens,"('P61769', 'P10619')"
3BPL,Homo sapiens,"('P05112', 'P24394')"
3BPL,Homo sapiens,"('P05112', 'P31785')"
3BPL,Homo sapiens,"('P24394', 'P31785')"
3BPN,Homo sapiens,"('P05112', 'P24394')"
3BPN,Homo sapiens,"('P05112', 'P78552')"
3BPN,Homo sapiens,"('P24394', 'P78552')"
3BPO,Homo sapiens,"('P35225', 'P24394')"
3BPO,Homo sapiens,"('P35225', 'P78552')"
3BPO,Homo sapiens,"('P24394', 'P78552')"
3BT1,Homo sapiens,"('P00749', 'P04004')"
3BT1,Homo sapiens,"('P00749', 'Q03405')"
3BT1,Homo sapiens,"('P04004', 'Q03405')"
3BT2,Homo sapiens,"('P00749', 'P04004')"
3BT2,Homo sapiens,"('P00749', 'Q03405')"
3BT2,Homo sapiens,"('P04004', 'Q03405')"
3BVH,Homo sapiens,"('P02671', 'P02675')"
3BVH,Homo sapiens,"('P02671', 'P02679')"
3BVH,Homo sapiens,"('P02675', 'P02679')"
3BVN,Homo sapiens,"('Q56H30', 'P61769')"
3BVN,Homo sapiens,"('Q56H30', 'P13285')"
3BVN,Homo sapiens,"('P61769', 'P13285')"
3BW9,Homo sapiens,"('P01889', 'P61769')"
3BW9,Homo sapiens,"('P01889', 'P18139')"
3BW9,Homo sapiens,"('P61769', 'P18139')"
3BWA,Homo sapiens,"('P01889', 'P61769')"
3BWA,Homo sapiens,"('P01889', 'P18139')"
3BWA,Homo sapiens,"('P61769', 'P18139')"
3BXN,Homo sapiens,"('Q56H30', 'P10619')"
3BXN,Homo sapiens,"('Q56H30', 'P61769')"
3BXN,Homo sapiens,"('P10619', 'P61769')"
3BZE,Homo sapiens,"('P61769', 'P13747')"
3BZE,Homo sapiens,"('P61769', 'P17693')"
3BZE,Homo sapiens,"('P13747', 'P17693')"
3BZF,Homo sapiens,"('P13747', 'P61769')"
3BZF,Homo sapiens,"('P13747', 'P10321')"
3BZF,Homo sapiens,"('P61769', 'P10321')"
3C5J,Homo sapiens,"('P01903', 'B8YAC7')"
3C5J,Homo sapiens,"('P01903', 'Q05639')"
3C5J,Homo sapiens,"('B8YAC7', 'Q05639')"
3C5W,Homo sapiens,"('P30153', 'P67775')"
3C5W,Homo sapiens,"('P30153', 'Q9Y570')"
3C5W,Homo sapiens,"('P67775', 'Q9Y570')"
3CHN,Homo sapiens,"('P17693', 'P01876')"
3CHN,Homo sapiens,"('P17693', 'P01833')"
3CHN,Homo sapiens,"('P01876', 'P01833')"
3CUQ,Homo sapiens,"('Q96H20', 'Q86VN1')"
3CUQ,Homo sapiens,"('Q96H20', 'Q9BRG1')"
3CUQ,Homo sapiens,"('Q86VN1', 'Q9BRG1')"
3CZF,Homo sapiens,"('P01889', 'P61769')"
3CZF,Homo sapiens,"('P01889', 'P47871')"
3CZF,Homo sapiens,"('P61769', 'P47871')"
3D0V,Homo sapiens,"('Q6GMX6', 'Q8NF17')"
3D0V,Homo sapiens,"('Q6GMX6', 'P04578')"
3D0V,Homo sapiens,"('Q8NF17', 'P04578')"
3D25,Homo sapiens,"('P04439', 'P61769')"
3D25,Homo sapiens,"('P04439', 'Q92619')"
3D25,Homo sapiens,"('P61769', 'Q92619')"
3D2U,Homo sapiens,"('P61769', 'Q8NHL6')"
3D2U,Homo sapiens,"('P61769', 'P60709')"
3D2U,Homo sapiens,"('Q8NHL6', 'P60709')"
3D3V,Homo sapiens,"('P04439', 'P61769')"
3D3V,Homo sapiens,"('P04439', 'P01850')"
3D3V,Homo sapiens,"('P61769', 'P01850')"
3DBH,Homo sapiens,"('Q13564', 'Q8TBC4')"
3DBH,Homo sapiens,"('Q13564', 'Q15843')"
3DBH,Homo sapiens,"('Q8TBC4', 'Q15843')"
3DBL,Homo sapiens,"('Q13564', 'Q8TBC4')"
3DBL,Homo sapiens,"('Q13564', 'Q15843')"
3DBL,Homo sapiens,"('Q8TBC4', 'Q15843')"
3DBR,Homo sapiens,"('Q13564', 'Q8TBC4')"
3DBR,Homo sapiens,"('Q13564', 'Q15843')"
3DBR,Homo sapiens,"('Q8TBC4', 'Q15843')"
3DQV,Homo sapiens,"('Q15843', 'Q93034')"
3DQV,Homo sapiens,"('Q15843', 'P62877')"
3DQV,Homo sapiens,"('Q93034', 'P62877')"
3DRO,Homo sapiens,"('P62877', 'Q6PYX1')"
3DRO,Homo sapiens,"('P62877', 'P04578')"
3DRO,Homo sapiens,"('Q6PYX1', 'P04578')"
3DTX,Homo sapiens,"('A3F718', 'P61769')"
3DTX,Homo sapiens,"('A3F718', 'P32241')"
3DTX,Homo sapiens,"('P61769', 'P32241')"
3DW8,Homo sapiens,"('P30153', 'P63151')"
3DW8,Homo sapiens,"('P30153', 'P67775')"
3DW8,Homo sapiens,"('P63151', 'P67775')"
3DX6,Homo sapiens,"('P01889', 'P61769')"
3DX6,Homo sapiens,"('P01889', 'P03204')"
3DX6,Homo sapiens,"('P61769', 'P03204')"
3DX7,Homo sapiens,"('P01889', 'P61769')"
3DX7,Homo sapiens,"('P01889', 'P03204')"
3DX7,Homo sapiens,"('P61769', 'P03204')"
3DX8,Homo sapiens,"('P01889', 'P61769')"
3DX8,Homo sapiens,"('P01889', 'P03204')"
3DX8,Homo sapiens,"('P61769', 'P03204')"
3DZU,Homo sapiens,"('P19793', 'P37231')"
3DZU,Homo sapiens,"('P19793', 'Q15596')"
3DZU,Homo sapiens,"('P37231', 'Q15596')"
3DZY,Homo sapiens,"('P19793', 'P37231')"
3DZY,Homo sapiens,"('P19793', 'Q15596')"
3DZY,Homo sapiens,"('P37231', 'Q15596')"
3E1I,Homo sapiens,"('P02671', 'P02675')"
3E1I,Homo sapiens,"('P02671', 'P02679')"
3E1I,Homo sapiens,"('P02675', 'P02679')"
3EFO,Homo sapiens,"('Q15436', 'O94855')"
3EFO,Homo sapiens,"('Q15436', 'Q13190')"
3EFO,Homo sapiens,"('O94855', 'Q13190')"
3EG9,Homo sapiens,"('Q15436', 'O94855')"
3EG9,Homo sapiens,"('Q15436', 'O14653')"
3EG9,Homo sapiens,"('O94855', 'O14653')"
3EYF,Homo sapiens,"('Q6PJF2', 'Q68CN4')"
3EYF,Homo sapiens,"('Q6PJF2', 'P13201')"
3EYF,Homo sapiens,"('Q68CN4', 'P13201')"
3FEX,Homo sapiens,"('Q09161', 'P52298')"
3FEX,Homo sapiens,"('Q09161', 'P52292')"
3FEX,Homo sapiens,"('P52298', 'P52292')"
3FEY,Homo sapiens,"('Q09161', 'P52298')"
3FEY,Homo sapiens,"('Q09161', 'P52292')"
3FEY,Homo sapiens,"('P52298', 'P52292')"
3FFC,Homo sapiens,"('P01889', 'P61769')"
3FFC,Homo sapiens,"('P01889', 'P01850')"
3FFC,Homo sapiens,"('P61769', 'P01850')"
3FGA,Homo sapiens,"('Q13362', 'P67775')"
3FGA,Homo sapiens,"('Q13362', 'Q5FBB7')"
3FGA,Homo sapiens,"('P67775', 'Q5FBB7')"
3FQN,Homo sapiens,"('P04439', 'P61769')"
3FQN,Homo sapiens,"('P04439', 'P35222')"
3FQN,Homo sapiens,"('P61769', 'P35222')"
3FQR,Homo sapiens,"('P04439', 'P61769')"
3FQR,Homo sapiens,"('P04439', 'P35222')"
3FQR,Homo sapiens,"('P61769', 'P35222')"
3FQT,Homo sapiens,"('P04439', 'P61769')"
3FQT,Homo sapiens,"('P04439', 'P30305')"
3FQT,Homo sapiens,"('P61769', 'P30305')"
3FQU,Homo sapiens,"('P04439', 'P61769')"
3FQU,Homo sapiens,"('P04439', 'P30305')"
3FQU,Homo sapiens,"('P61769', 'P30305')"
3FQW,Homo sapiens,"('P04439', 'P61769')"
3FQW,Homo sapiens,"('P04439', 'Q9Y4H2')"
3FQW,Homo sapiens,"('P61769', 'Q9Y4H2')"
3FQX,Homo sapiens,"('P04439', 'P61769')"
3FQX,Homo sapiens,"('P04439', 'Q9Y4H2')"
3FQX,Homo sapiens,"('P61769', 'Q9Y4H2')"
3FT3,Homo sapiens,"('P04439', 'P61769')"
3FT3,Homo sapiens,"('P04439', 'Q92619')"
3FT3,Homo sapiens,"('P61769', 'Q92619')"
3G65,Homo sapiens,"('Q99638', 'O60671')"
3G65,Homo sapiens,"('Q99638', 'O60921')"
3G65,Homo sapiens,"('O60671', 'O60921')"
3GGR,Homo sapiens,"('Q99638', 'O60921')"
3GGR,Homo sapiens,"('Q99638', 'O60671')"
3GGR,Homo sapiens,"('O60921', 'O60671')"
3GHG,Homo sapiens,"('P02671', 'P02675')"
3GHG,Homo sapiens,"('P02671', 'P02679')"
3GHG,Homo sapiens,"('P02675', 'P02679')"
3GIV,Homo sapiens,"('P04439', 'P61769')"
3GIV,Homo sapiens,"('P04439', 'Q9YYH6')"
3GIV,Homo sapiens,"('P61769', 'Q9YYH6')"
3GJF,Homo sapiens,"('P04439', 'P61769')"
3GJF,Homo sapiens,"('P04439', 'P78358')"
3GJF,Homo sapiens,"('P61769', 'P78358')"
3GSN,Homo sapiens,"('P04439', 'P61769')"
3GSN,Homo sapiens,"('P04439', 'P01848')"
3GSN,Homo sapiens,"('P61769', 'P01848')"
3GSO,Homo sapiens,"('P04439', 'P61769')"
3GSO,Homo sapiens,"('P04439', 'P06725')"
3GSO,Homo sapiens,"('P61769', 'P06725')"
3GZN,Homo sapiens,"('Q13564', 'Q8TBC4')"
3GZN,Homo sapiens,"('Q13564', 'Q15843')"
3GZN,Homo sapiens,"('Q8TBC4', 'Q15843')"
3H0A,Homo sapiens,"('P19793', 'P37231')"
3H0A,Homo sapiens,"('P19793', 'Q15788')"
3H0A,Homo sapiens,"('P37231', 'Q15788')"
3H7B,Homo sapiens,"('P04439', 'P61769')"
3H7B,Homo sapiens,"('P04439', 'P38110')"
3H7B,Homo sapiens,"('P61769', 'P38110')"
3H9H,Homo sapiens,"('P04439', 'P61769')"
3H9H,Homo sapiens,"('P04439', 'P38110')"
3H9H,Homo sapiens,"('P61769', 'P38110')"
3H9S,Homo sapiens,"('P04439', 'P61769')"
3H9S,Homo sapiens,"('P04439', 'P38110')"
3H9S,Homo sapiens,"('P61769', 'P38110')"
3HAE,Homo sapiens,"('P04439', 'P61769')"
3HAE,Homo sapiens,"('P04439', 'P78358')"
3HAE,Homo sapiens,"('P61769', 'P78358')"
3HCV,Homo sapiens,"('P01889', 'P61769')"
3HCV,Homo sapiens,"('P01889', 'P32241')"
3HCV,Homo sapiens,"('P61769', 'P32241')"
3HPJ,Homo sapiens,"('P04439', 'P61769')"
3HPJ,Homo sapiens,"('P04439', 'P19544')"
3HPJ,Homo sapiens,"('P61769', 'P19544')"
3HUS,Homo sapiens,"('P02671', 'P02675')"
3HUS,Homo sapiens,"('P02671', 'P02679')"
3HUS,Homo sapiens,"('P02675', 'P02679')"
3I6G,Homo sapiens,"('P04439', 'P61769')"
3I6G,Homo sapiens,"('P04439', 'P59596')"
3I6G,Homo sapiens,"('P61769', 'P59596')"
3IU3,Homo sapiens,"('P05067', 'P01834')"
3IU3,Homo sapiens,"('P05067', 'P01589')"
3IU3,Homo sapiens,"('P01834', 'P01589')"
3JVZ,Homo sapiens,"('P62837', 'Q96PU5')"
3JVZ,Homo sapiens,"('P62837', 'P0CG48')"
3JVZ,Homo sapiens,"('Q96PU5', 'P0CG48')"
3JW0,Homo sapiens,"('P62837', 'Q96PU5')"
3JW0,Homo sapiens,"('P62837', 'P0CG48')"
3JW0,Homo sapiens,"('Q96PU5', 'P0CG48')"
3KFD,Homo sapiens,"('P01137', 'P37173')"
3KFD,Homo sapiens,"('P01137', 'P36897')"
3KFD,Homo sapiens,"('P37173', 'P36897')"
3KLA,Homo sapiens,"('P04439', 'P61769')"
3KLA,Homo sapiens,"('P04439', 'P78358')"
3KLA,Homo sapiens,"('P61769', 'P78358')"
3KWW,Homo sapiens,"('P01889', 'P61769')"
3KWW,Homo sapiens,"('P01889', 'P03206')"
3KWW,Homo sapiens,"('P61769', 'P03206')"
3KYC,Homo sapiens,"('Q9UBT2', 'P63165')"
3KYC,Homo sapiens,"('Q9UBT2', 'Q9UBE0')"
3KYC,Homo sapiens,"('P63165', 'Q9UBE0')"
3KYD,Homo sapiens,"('Q9UBE0', 'Q9UBT2')"
3KYD,Homo sapiens,"('Q9UBE0', 'P63165')"
3KYD,Homo sapiens,"('Q9UBT2', 'P63165')"
3L3D,Homo sapiens,"('P01889', 'P61769')"
3L3D,Homo sapiens,"('P01889', 'Q95HB9')"
3L3D,Homo sapiens,"('P61769', 'Q95HB9')"
3L3G,Homo sapiens,"('P01889', 'P61769')"
3L3G,Homo sapiens,"('P01889', 'Q95HB9')"
3L3G,Homo sapiens,"('P61769', 'Q95HB9')"
3L3I,Homo sapiens,"('P01889', 'P61769')"
3L3I,Homo sapiens,"('P01889', 'Q95HB9')"
3L3I,Homo sapiens,"('P61769', 'Q95HB9')"
3L3J,Homo sapiens,"('P01889', 'P61769')"
3L3J,Homo sapiens,"('P01889', 'Q95HB9')"
3L3J,Homo sapiens,"('P61769', 'Q95HB9')"
3L3K,Homo sapiens,"('P01889', 'P61769')"
3L3K,Homo sapiens,"('P01889', 'Q95HB9')"
3L3K,Homo sapiens,"('P61769', 'Q95HB9')"
3L6F,Homo sapiens,"('P01903', 'P01911')"
3L6F,Homo sapiens,"('P01903', 'Q16655')"
3L6F,Homo sapiens,"('P01911', 'Q16655')"
3LL8,Homo sapiens,"('P24588', 'Q08209')"
3LL8,Homo sapiens,"('P24588', 'P63098')"
3LL8,Homo sapiens,"('Q08209', 'P63098')"
3LN4,Homo sapiens,"('P01889', 'P61769')"
3LN4,Homo sapiens,"('P01889', 'P07910')"
3LN4,Homo sapiens,"('P61769', 'P07910')"
3LN5,Homo sapiens,"('P01889', 'P61769')"
3LN5,Homo sapiens,"('P01889', 'Q13126')"
3LN5,Homo sapiens,"('P61769', 'Q13126')"
3LV3,Homo sapiens,"('P01889', 'P61769')"
3LV3,Homo sapiens,"('P01889', 'Q01668')"
3LV3,Homo sapiens,"('P61769', 'Q01668')"
3M0D,Homo sapiens,"('Q12933', 'Q13077')"
3M0D,Homo sapiens,"('Q12933', 'Q13489')"
3M0D,Homo sapiens,"('Q13077', 'Q13489')"
3MOP,Homo sapiens,"('Q99836', 'Q9NWZ3')"
3MOP,Homo sapiens,"('Q99836', 'O43187')"
3MOP,Homo sapiens,"('Q9NWZ3', 'O43187')"
3MRK,Homo sapiens,"('P04439', 'P61769')"
3MRK,Homo sapiens,"('P04439', 'P02771')"
3MRK,Homo sapiens,"('P61769', 'P02771')"
3MRO,Homo sapiens,"('P04439', 'P61769')"
3MRO,Homo sapiens,"('P04439', 'Q16655')"
3MRO,Homo sapiens,"('P61769', 'Q16655')"
3MRP,Homo sapiens,"('P04439', 'P61769')"
3MRP,Homo sapiens,"('P04439', 'Q16655')"
3MRP,Homo sapiens,"('P61769', 'Q16655')"
3MRQ,Homo sapiens,"('P04439', 'P61769')"
3MRQ,Homo sapiens,"('P04439', 'Q16655')"
3MRQ,Homo sapiens,"('P61769', 'Q16655')"
3MRR,Homo sapiens,"('P04439', 'P61769')"
3MRR,Homo sapiens,"('P04439', 'Q92959')"
3MRR,Homo sapiens,"('P61769', 'Q92959')"
3MV7,Homo sapiens,"('P01889', 'P61769')"
3MV7,Homo sapiens,"('P01889', 'P03211')"
3MV7,Homo sapiens,"('P61769', 'P03211')"
3MV8,Homo sapiens,"('P01889', 'P61769')"
3MV8,Homo sapiens,"('P01889', 'P03211')"
3MV8,Homo sapiens,"('P61769', 'P03211')"
3MV9,Homo sapiens,"('P01889', 'P61769')"
3MV9,Homo sapiens,"('P01889', 'P03211')"
3MV9,Homo sapiens,"('P61769', 'P03211')"
3MYJ,Homo sapiens,"('P04439', 'P61769')"
3MYJ,Homo sapiens,"('P04439', 'P19544')"
3MYJ,Homo sapiens,"('P61769', 'P19544')"
3NBN,Homo sapiens,"('Q92585', 'Q06330')"
3NBN,Homo sapiens,"('Q92585', 'P46531')"
3NBN,Homo sapiens,"('Q06330', 'P46531')"
3O4O,Homo sapiens,"('P01584', 'P27930')"
3O4O,Homo sapiens,"('P01584', 'Q9NPH3')"
3O4O,Homo sapiens,"('P27930', 'Q9NPH3')"
3OJ4,Homo sapiens,"('P51668', 'P0CG48')"
3OJ4,Homo sapiens,"('P51668', 'P21580')"
3OJ4,Homo sapiens,"('P0CG48', 'P21580')"
3OJY,Homo sapiens,"('P07357', 'P07358')"
3OJY,Homo sapiens,"('P07357', 'P07360')"
3OJY,Homo sapiens,"('P07358', 'P07360')"
3P4F,Homo sapiens,"('P61964', 'Q15291')"
3P4F,Homo sapiens,"('P61964', 'Q03164')"
3P4F,Homo sapiens,"('Q15291', 'Q03164')"
3P56,Homo sapiens,"('O75792', 'Q5TBB1')"
3P56,Homo sapiens,"('O75792', 'Q8TDP1')"
3P56,Homo sapiens,"('Q5TBB1', 'Q8TDP1')"
3PDO,Homo sapiens,"('P01903', 'P01911')"
3PDO,Homo sapiens,"('P01903', 'P04233')"
3PDO,Homo sapiens,"('P01911', 'P04233')"
3PGC,Homo sapiens,"('P01903', 'P01911')"
3PGC,Homo sapiens,"('P01903', 'P04233')"
3PGC,Homo sapiens,"('P01911', 'P04233')"
3PGD,Homo sapiens,"('P01903', 'P01911')"
3PGD,Homo sapiens,"('P01903', 'P04233')"
3PGD,Homo sapiens,"('P01911', 'P04233')"
3PUF,Homo sapiens,"('O75792', 'Q5TBB1')"
3PUF,Homo sapiens,"('O75792', 'Q8TDP1')"
3PUF,Homo sapiens,"('Q5TBB1', 'Q8TDP1')"
3PWP,Homo sapiens,"('P04439', 'P61769')"
3PWP,Homo sapiens,"('P04439', 'P01848')"
3PWP,Homo sapiens,"('P61769', 'P01848')"
3QAZ,Homo sapiens,"('P60568', 'P14784')"
3QAZ,Homo sapiens,"('P60568', 'P31785')"
3QAZ,Homo sapiens,"('P14784', 'P31785')"
3QDG,Homo sapiens,"('P04439', 'P61769')"
3QDG,Homo sapiens,"('P04439', 'P01848')"
3QDG,Homo sapiens,"('P61769', 'P01848')"
3QDJ,Homo sapiens,"('P04439', 'P61769')"
3QDJ,Homo sapiens,"('P04439', 'P01848')"
3QDJ,Homo sapiens,"('P61769', 'P01848')"
3QFD,Homo sapiens,"('P04439', 'P61769')"
3QFD,Homo sapiens,"('P04439', 'Q16655')"
3QFD,Homo sapiens,"('P61769', 'Q16655')"
3QXA,Homo sapiens,"('P01903', 'P01911')"
3QXA,Homo sapiens,"('P01903', 'P04233')"
3QXA,Homo sapiens,"('P01911', 'P04233')"
3QXD,Homo sapiens,"('P01903', 'P01911')"
3QXD,Homo sapiens,"('P01903', 'P04233')"
3QXD,Homo sapiens,"('P01911', 'P04233')"
3QZW,Homo sapiens,"('P04439', 'P61769')"
3QZW,Homo sapiens,"('P04439', 'P01732')"
3QZW,Homo sapiens,"('P61769', 'P01732')"
3R45,Homo sapiens,"('P49450', 'P62805')"
3R45,Homo sapiens,"('P49450', 'Q8NCD3')"
3R45,Homo sapiens,"('P62805', 'Q8NCD3')"
3RK3,Homo sapiens,"('P63027', 'P60880')"
3RK3,Homo sapiens,"('P63027', 'O14810')"
3RK3,Homo sapiens,"('P60880', 'O14810')"
3RL0,Homo sapiens,"('P63027', 'P60880')"
3RL0,Homo sapiens,"('P63027', 'O14810')"
3RL0,Homo sapiens,"('P60880', 'O14810')"
3RPG,Homo sapiens,"('P61077', 'P35226')"
3RPG,Homo sapiens,"('P61077', 'Q99496')"
3RPG,Homo sapiens,"('P35226', 'Q99496')"
3S4S,Homo sapiens,"('P01903', 'P01911')"
3S4S,Homo sapiens,"('P01903', 'P01730')"
3S4S,Homo sapiens,"('P01911', 'P01730')"
3SDX,Homo sapiens,"('P15813', 'P61769')"
3SDX,Homo sapiens,"('P15813', 'P01848')"
3SDX,Homo sapiens,"('P61769', 'P01848')"
3SE3,Homo sapiens,"('P17181', 'P01563')"
3SE3,Homo sapiens,"('P17181', 'P48551')"
3SE3,Homo sapiens,"('P01563', 'P48551')"
3SE4,Homo sapiens,"('P17181', 'P05000')"
3SE4,Homo sapiens,"('P17181', 'P48551')"
3SE4,Homo sapiens,"('P05000', 'P48551')"
3SJV,Homo sapiens,"('P01889', 'P61769')"
3SJV,Homo sapiens,"('P01889', 'P01848')"
3SJV,Homo sapiens,"('P61769', 'P01848')"
3TDU,Homo sapiens,"('Q96GG9', 'Q13616')"
3TDU,Homo sapiens,"('Q96GG9', 'P61081')"
3TDU,Homo sapiens,"('Q13616', 'P61081')"
3TDZ,Homo sapiens,"('Q96GG9', 'Q13616')"
3TDZ,Homo sapiens,"('Q96GG9', 'P61081')"
3TDZ,Homo sapiens,"('Q13616', 'P61081')"
3TQ7,Homo sapiens,"('Q15691', 'Q9UPY8')"
3TQ7,Homo sapiens,"('Q15691', 'Q14203')"
3TQ7,Homo sapiens,"('Q9UPY8', 'Q14203')"
3TZV,Homo sapiens,"('P01857', 'P15813')"
3TZV,Homo sapiens,"('P01857', 'P61769')"
3TZV,Homo sapiens,"('P15813', 'P61769')"
3U88,Homo sapiens,"('O00255', 'Q03164')"
3U88,Homo sapiens,"('O00255', 'O75475')"
3U88,Homo sapiens,"('Q03164', 'O75475')"
3UTQ,Homo sapiens,"('P04439', 'P61769')"
3UTQ,Homo sapiens,"('P04439', 'P01308')"
3UTQ,Homo sapiens,"('P61769', 'P01308')"
3UTS,Homo sapiens,"('P04439', 'P61769')"
3UTS,Homo sapiens,"('P04439', 'P01308')"
3UTS,Homo sapiens,"('P61769', 'P01308')"
3UTT,Homo sapiens,"('P04439', 'P61769')"
