Entry ID,Accession Code Combinations
7W77,"[('Q07699', 'Q9NY46'), ('Q07699', 'O60939'), ('Q9NY46', 'O60939')]"
7W7F,"[('Q07699', 'Q9NY46'), ('Q07699', 'O60939'), ('Q9NY46', 'O60939')]"
7W9K,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7W9L,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7W9M,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7W9P,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7W9T,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7WHZ,"[('A0A5C2G4I7', 'A0A5C2GVU3'), ('A0A5C2G4I7', 'A0A5C2GTV1'), ('A0A5C2GVU3', 'A0A5C2GTV1')]"
7WIC,"[('P61278', 'P63096'), ('P61278', 'P30874'), ('P63096', 'P30874')]"
7WKJ,"[('P61769', 'A0A6M6CC39'), ('P61769', 'P0DTC9'), ('A0A6M6CC39', 'P0DTC9')]"
7WQ3,"[('P47211', 'P63096'), ('P47211', 'P22466'), ('P63096', 'P22466')]"
7WQ4,"[('P22466', 'O43603'), ('P22466', 'P63092'), ('O43603', 'P63092')]"
7WRQ,"[('P17936', 'P35858'), ('P17936', 'P05019'), ('P35858', 'P05019')]"
7WSO,"[('P40259', 'P11912'), ('P40259', 'A0A0A0MS08'), ('P11912', 'A0A0A0MS08')]"
7WSP,"[('P40259', 'P11912'), ('P40259', 'P01871'), ('P11912', 'P01871')]"
7WUQ,"[('P62873', 'P63092'), ('P62873', 'P59768'), ('P63092', 'P59768')]"
7WXU,"[('P62873', 'Q5T601'), ('P62873', 'P59768'), ('Q5T601', 'P59768')]"
7WXW,"[('P62873', 'Q5T601'), ('P62873', 'P59768'), ('Q5T601', 'P59768')]"
7WY0,"[('P62873', 'Q5T601'), ('P62873', 'P59768'), ('Q5T601', 'P59768')]"
7WYB,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
7WZ7,"[('P62873', 'Q5T601'), ('P62873', 'P59768'), ('Q5T601', 'P59768')]"
7XAT,"[('P63096', 'P61278'), ('P63096', 'P30874'), ('P61278', 'P30874')]"
7XD0,"[('P62805', 'Q71DI3'), ('P62805', 'P04908'), ('Q71DI3', 'P04908')]"
7XKF,"[('P62873', 'P63092'), ('P62873', 'P59768'), ('P63092', 'P59768')]"
7XLQ,"[('Q02641', 'P54289'), ('Q02641', 'Q15878'), ('P54289', 'Q15878')]"
7XM9,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7XMF,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7XMG,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7XT6,"[('P40259', 'P11912'), ('P40259', 'P01871'), ('P11912', 'P01871')]"
7XUR,"[('Q16533', 'Q92966'), ('Q16533', 'Q5SXM2'), ('Q92966', 'Q5SXM2')]"
7XV3,"[('P62873', 'Q9BXC1'), ('P62873', 'P59768'), ('Q9BXC1', 'P59768')]"
7XVE,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7XVF,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
7XXH,"[('P62873', 'P47900'), ('P62873', 'P59768'), ('P47900', 'P59768')]"
7Y12,"[('P63096', 'P0ABE7'), ('P63096', 'Q8TDS7'), ('P0ABE7', 'Q8TDS7')]"
7Y15,"[('P63096', 'P0ABE7'), ('P63096', 'Q8TDS7'), ('P0ABE7', 'Q8TDS7')]"
7Y1T,"[('P26012', 'P06756'), ('P26012', 'P01137'), ('P06756', 'P01137')]"
7Y26,"[('P62873', 'P30874'), ('P62873', 'P59768'), ('P30874', 'P59768')]"
7Y36,"[('P63092-2', 'Q03431'), ('P63092-2', 'P01270'), ('Q03431', 'P01270')]"
7Y5K,"[('Q13112', 'Q13111'), ('Q13112', 'Q09028'), ('Q13111', 'Q09028')]"
7Y5L,"[('Q13112', 'Q13111'), ('Q13112', 'Q09028'), ('Q13111', 'Q09028')]"
7Y5O,"[('Q13112', 'Q13111'), ('Q13112', 'Q09028'), ('Q13111', 'Q09028')]"
7Y7I,"[('P62805', 'P06899'), ('P62805', 'P04908'), ('P06899', 'P04908')]"
7Y89,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
7YDH,"[('P62873', 'P48960'), ('P62873', 'P59768'), ('P48960', 'P59768')]"
7YDJ,"[('P62873', 'P48960'), ('P62873', 'P59768'), ('P48960', 'P59768')]"
7YDM,"[('P62873', 'P48960'), ('P62873', 'P59768'), ('P48960', 'P59768')]"
7YDP,"[('P62873', 'P48960'), ('P62873', 'P59768'), ('P48960', 'P59768')]"
7YFC,"[('Q9H3N8', 'P62873'), ('Q9H3N8', 'P59768'), ('P62873', 'P59768')]"
7YFD,"[('Q9H3N8', 'P62873'), ('Q9H3N8', 'P59768'), ('P62873', 'P59768')]"
7YK6,"[('Q8TDU9', 'P62873'), ('Q8TDU9', 'P04899'), ('P62873', 'P04899')]"
7YK7,"[('Q8TDU9', 'P62873'), ('Q8TDU9', 'P04899'), ('P62873', 'P04899')]"
7YP7,"[('P62873', 'P63092'), ('P62873', 'P59768'), ('P63092', 'P59768')]"
7YQ3,"[('F8WCM5', 'P06213'), ('F8WCM5', 'P01308'), ('P06213', 'P01308')]"
7YQ4,"[('P06213', 'F8WCM5'), ('P06213', 'P01308'), ('F8WCM5', 'P01308')]"
7YQ5,"[('F8WCM5', 'P06213'), ('F8WCM5', 'P01308'), ('P06213', 'P01308')]"
7YSH,"[('Q9GZV9', 'Q9UEF7'), ('Q9GZV9', 'P11362'), ('Q9UEF7', 'P11362')]"
7YSU,"[('Q9GZV9', 'P22607'), ('Q9GZV9', 'Q9UEF7'), ('P22607', 'Q9UEF7')]"
7YSW,"[('Q9GZV9', 'P22455'), ('Q9GZV9', 'Q9UEF7'), ('P22455', 'Q9UEF7')]"
7YTC,"[('P01591', 'P01871'), ('P01591', 'O60667'), ('P01871', 'O60667')]"
7YTD,"[('P01591', 'P01871'), ('P01591', 'O60667'), ('P01871', 'O60667')]"
7YX9,"[('P01903', 'A0A4E9DJJ3'), ('P01903', 'P04233'), ('A0A4E9DJJ3', 'P04233')]"
7YXB,"[('P01903', 'P04233'), ('P01903', 'A0A1V1IGJ9'), ('P04233', 'A0A1V1IGJ9')]"
7Z0Q,"[('P01903', 'P04233'), ('P01903', 'D7RIG5'), ('P04233', 'D7RIG5')]"
7Z37,"[('P08238', 'P04049'), ('P08238', 'Q16543'), ('P04049', 'Q16543')]"
7Z38,"[('P08238', 'P04049'), ('P08238', 'Q16543'), ('P04049', 'Q16543')]"
7Z6S,"[('Q13509', 'P68363'), ('Q13509', 'Q68EN5'), ('P68363', 'Q68EN5')]"
7Z87,"[('P78527', 'P12956'), ('P78527', 'P13010'), ('P12956', 'P13010')]"
7Z88,"[('P78527', 'P12956'), ('P78527', 'P13010'), ('P12956', 'P13010')]"
7Z8I,"[('Q14204', 'O43237'), ('Q14204', 'Q13409'), ('O43237', 'Q13409')]"
7Z8J,"[('Q14204', 'O43237'), ('Q14204', 'Q13409'), ('O43237', 'Q13409')]"
7Z8K,"[('Q14204', 'O43237'), ('Q14204', 'Q13409'), ('O43237', 'Q13409')]"
7Z8R,"[('Q13616', 'Q86VP6'), ('Q13616', 'P62877'), ('Q86VP6', 'P62877')]"
7ZAN,"[('Q8NAC3', 'Q16552'), ('Q8NAC3', 'Q96F46'), ('Q16552', 'Q96F46')]"
7ZEZ,"[('Q6NXT2', 'Q9UNP9'), ('Q6NXT2', 'Q03164'), ('Q9UNP9', 'Q03164')]"
7ZF1,"[('Q9BXW9', 'P62987'), ('Q9BXW9', 'Q9NVI1'), ('P62987', 'Q9NVI1')]"
7ZJ3,"[('Q9C040', 'P51668'), ('Q9C040', 'P0CG48'), ('P51668', 'P0CG48')]"
7ZJS,"[('O60216', 'Q8N3U4'), ('O60216', 'Q5FBB7'), ('Q8N3U4', 'Q5FBB7')]"
7ZJW,"[('436409', 'P57772'), ('436409', 'Q96T21'), ('P57772', 'Q96T21')]"
7ZLM,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZLN,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZLO,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZLP,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZLR,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZLS,"[('Q15369', 'Q15370'), ('Q15369', 'O14508'), ('Q15370', 'O14508')]"
7ZR0,"[('P08238', 'P15056'), ('P08238', 'Q16543'), ('P15056', 'Q16543')]"
7ZUB,"[('O00170', 'P08238'), ('O00170', 'P35869'), ('P08238', 'P35869')]"
7ZWA,"[('P12956', 'Q9BUH6'), ('P12956', 'P13010'), ('Q9BUH6', 'P13010')]"
8ACT,"[('P08590', 'P10916'), ('P08590', 'P12883'), ('P10916', 'P12883')]"
8AFZ,"[('Q9Y5X3', 'P11717'), ('Q9Y5X3', 'Q13596'), ('P11717', 'Q13596')]"
8AJM,"[('P48643', 'Q5T6F0'), ('P48643', 'Q16531'), ('Q5T6F0', 'Q16531')]"
8AJO,"[('P48643', 'Q5T6F0'), ('P48643', 'Q16531'), ('Q5T6F0', 'Q16531')]"
8ASC,"[('P12956', 'Q9BUH6'), ('P12956', 'P13010'), ('Q9BUH6', 'P13010')]"
8BBF,"[('Q96RY7', 'Q8NEZ3'), ('Q96RY7', 'Q9HBG6'), ('Q8NEZ3', 'Q9HBG6')]"
8BDI,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BDJ,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BDL,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BDM,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BDN,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BDO,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8BFI,"[('Q9UKZ1', 'Q9H9A5'), ('Q9UKZ1', 'A5YKK6'), ('Q9H9A5', 'A5YKK6')]"
8BGU,"[('P62913', 'P46777'), ('P62913', 'Q00987'), ('P46777', 'Q00987')]"
8BPB,"[('O75182', 'Q96QT6'), ('O75182', 'Q92769'), ('Q96QT6', 'Q92769')]"
8BPC,"[('O75182', 'Q96QT6'), ('O75182', 'Q92769'), ('Q96QT6', 'Q92769')]"
8BPF,"[('P01591', 'P01871'), ('P01591', 'O60667'), ('P01871', 'O60667')]"
8BPO,"[('Q8N0Z6', 'Q9BY12'), ('Q8N0Z6', 'P07437'), ('Q9BY12', 'P07437')]"
8BU1,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU2,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU3,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU4,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU5,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU6,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU7,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BU9,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUA,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUB,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUC,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUD,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUE,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUF,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUG,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUH,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUI,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUJ,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUK,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUL,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUM,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUN,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUP,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUQ,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUR,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUS,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BUT,"[('O75909', 'Q9NYV4'), ('O75909', 'Q16531'), ('Q9NYV4', 'Q16531')]"
8BZO,"[('P20248', 'P24941'), ('P20248', 'O43806'), ('P24941', 'O43806')]"
8C13,"[('P40337', 'Q15369'), ('P40337', 'Q15370'), ('Q15369', 'Q15370')]"
8C1C,"[('P12319', 'P01834'), ('P12319', 'P01854'), ('P01834', 'P01854')]"
8CLI,"[('Q8WUA4', 'Q12789'), ('Q8WUA4', 'Q9UKN8'), ('Q12789', 'Q9UKN8')]"
8CLJ,"[('Q8WUA4', 'Q12789'), ('Q8WUA4', 'Q9UKN8'), ('Q12789', 'Q9UKN8')]"
8CLL,"[('Q8WUA4', 'Q12789'), ('Q8WUA4', 'Q9UKN8'), ('Q12789', 'Q9UKN8')]"
8CQE,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8CQK,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8CQL,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8D3U,"[('P13637', 'P05026'), ('P13637', 'Q9H0Q3'), ('P05026', 'Q9H0Q3')]"
8D3V,"[('P13637', 'P05026'), ('P13637', 'Q9H0Q3'), ('P05026', 'Q9H0Q3')]"
8D3W,"[('P13637', 'P05026'), ('P13637', 'Q9H0Q3'), ('P05026', 'Q9H0Q3')]"
8D3X,"[('P13637', 'P05026'), ('P13637', 'Q9H0Q3'), ('P05026', 'Q9H0Q3')]"
8D3Y,"[('P13637', 'P05026'), ('P13637', 'Q9H0Q3'), ('P05026', 'Q9H0Q3')]"
8D6A,"[('P42702', 'P15018'), ('P42702', 'P40189'), ('P15018', 'P40189')]"
8D7H,"[('Q9UBD9', 'P26992'), ('Q9UBD9', 'O75462'), ('P26992', 'O75462')]"
8D7Z,"[('Q13422', 'Q96SW2'), ('Q13422', 'Q16531'), ('Q96SW2', 'Q16531')]"
8D80,"[('Q13422', 'Q96SW2'), ('Q13422', 'Q16531'), ('Q96SW2', 'Q16531')]"
8D82,"[('P08887', 'P05231'), ('P08887', 'P40189'), ('P05231', 'P40189')]"
8DD2,"[('P14867', 'P18507'), ('P14867', 'P47870'), ('P18507', 'P47870')]"
8DD3,"[('P14867', 'P18507'), ('P14867', 'P47870'), ('P18507', 'P47870')]"
8DEY,"[('Q96SW2', 'Q9UKS7'), ('Q96SW2', 'Q16531'), ('Q9UKS7', 'Q16531')]"
8DGS,"[('Q02750', 'A0A6P5IP77'), ('Q02750', 'P15056'), ('A0A6P5IP77', 'P15056')]"
8DGT,"[('Q02750', 'A0A6P5IP77'), ('Q02750', 'P15056'), ('A0A6P5IP77', 'P15056')]"
8DMK,"[('P19137', 'P07942'), ('P19137', 'P11047'), ('P07942', 'P11047')]"
8DNV,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DNW,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DNX,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DNY,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DNZ,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DO0,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DO1,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DO2,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DO3,"[('P60468', 'P60059'), ('P60468', 'P61619'), ('P60059', 'P61619')]"
8DP5,"[('Q6ZS72', 'P31946'), ('Q6ZS72', 'P62258'), ('P31946', 'P62258')]"
8DPF,"[('P62873', 'P28335'), ('P62873', 'P59768'), ('P28335', 'P59768')]"
8DPG,"[('P62873', 'P28335'), ('P62873', 'P59768'), ('P28335', 'P59768')]"
8DPH,"[('P62873', 'P28335'), ('P62873', 'P59768'), ('P28335', 'P59768')]"
8DPI,"[('P62873', 'P28335'), ('P62873', 'P59768'), ('P28335', 'P59768')]"
8DU4,"[('P0CG47', 'Q15291'), ('P0CG47', 'P61964'), ('Q15291', 'P61964')]"
8DWC,"[('Q96LB2', 'P62873'), ('Q96LB2', 'P59768'), ('P62873', 'P59768')]"
8DWG,"[('Q96LB2', 'P62873'), ('Q96LB2', 'P59768'), ('P62873', 'P59768')]"
8DWH,"[('Q96LB2', 'P62873'), ('Q96LB2', 'P59768'), ('P62873', 'P59768')]"
8DZR,"[('P62873', 'P41145'), ('P62873', 'P59768'), ('P41145', 'P59768')]"
8E+059,"[('P54289', 'Q01668'), ('P54289', 'P54284'), ('Q01668', 'P54284')]"
8E+099,"[('Q12879', 'Q14957'), ('Q12879', 'Q05586'), ('Q14957', 'Q05586')]"
8E3I,"[('Q9C0J8', 'O95639'), ('Q9C0J8', 'Q10570'), ('O95639', 'Q10570')]"
8E3Q,"[('Q9C0J8', 'O95639'), ('Q9C0J8', 'Q10570'), ('O95639', 'Q10570')]"
8E5A,"[('P54289', 'Q01668'), ('P54289', 'P54284'), ('Q01668', 'P54284')]"
8E5B,"[('P54289', 'Q01668'), ('P54289', 'P54284'), ('Q01668', 'P54284')]"
8E9W,"[('P62873', 'P20309'), ('P62873', 'P59768'), ('P20309', 'P59768')]"
8E9Y,"[('P59768', 'P62873'), ('P59768', 'P20309'), ('P62873', 'P20309')]"
8E9Z,"[('P59768', 'P62873'), ('P59768', 'P20309'), ('P62873', 'P20309')]"
8EAZ,"[('Q9BYM8', 'P68036'), ('Q9BYM8', 'P0CG48'), ('P68036', 'P0CG48')]"
8EB0,"[('P68036', 'P0CG48'), ('P68036', 'Q9NWF9'), ('P0CG48', 'Q9NWF9')]"
8EBN,"[('Q15369', 'Q9Y2U9'), ('Q15369', 'Q15370'), ('Q9Y2U9', 'Q15370')]"
8EFL,"[('P63096', 'P59768'), ('P63096', 'P35372'), ('P59768', 'P35372')]"
8EI3,"[('Q15369', 'P40337'), ('Q15369', 'Q15370'), ('P40337', 'Q15370')]"
8EJC,"[('P62873', 'O14842'), ('P62873', 'P59768'), ('O14842', 'P59768')]"
8EJK,"[('P62873', 'O14842'), ('P62873', 'P59768'), ('O14842', 'P59768')]"
8EMW,"[('P62873', 'Q01970'), ('P62873', 'P59768'), ('Q01970', 'P59768')]"
8EMX,"[('P62873', 'Q01970'), ('P62873', 'P59768'), ('Q01970', 'P59768')]"
8ENT,"[('P31785', 'Q9HBE4'), ('P31785', 'Q9HBE5'), ('Q9HBE4', 'Q9HBE5')]"
8EOK,"[('P01024', 'P00742'), ('P01024', 'P00751'), ('P00742', 'P00751')]"
8EPL,"[('P54289', 'Q15878'), ('P54289', 'P54284'), ('Q15878', 'P54284')]"
8EUQ,"[('P01903', 'P04664'), ('P01903', 'A0A1V1IGJ9'), ('P04664', 'A0A1V1IGJ9')]"
8F7Q,"[('P63096', 'P01189'), ('P63096', 'P35372'), ('P01189', 'P35372')]"
8F7W,"[('P63096', 'P41145'), ('P63096', 'P01213'), ('P41145', 'P01213')]"
8F7X,"[('P41146', 'P63096'), ('P41146', 'Q13519'), ('P63096', 'Q13519')]"
8FEC,"[('P61925', 'P17612'), ('P61925', 'P25685'), ('P17612', 'P25685')]"
8FFV,"[('Q02790', 'P04150'), ('Q02790', 'P07900'), ('P04150', 'P07900')]"
8FFW,"[('P04150', 'P07900'), ('P04150', 'Q13451'), ('P07900', 'Q13451')]"
8FN1,"[('P09471', 'P62873'), ('P09471', 'P59768'), ('P62873', 'P59768')]"
8FW5,"[('O75140', 'Q8WTW4'), ('O75140', 'Q12980'), ('Q8WTW4', 'Q12980')]"
8FX5,"[('P62873', 'P08173'), ('P62873', 'P59768'), ('P08173', 'P59768')]"
8FY3,"[('Q9H9A5', 'B3KNB0'), ('Q9H9A5', 'A5YKK6'), ('B3KNB0', 'A5YKK6')]"
8G0L,"[('P61599', 'Q14CX7'), ('P61599', 'P37840'), ('Q14CX7', 'P37840')]"
8G1A,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
8G1U,"[('P83369', 'O14744'), ('P83369', 'Q9BQA1'), ('O14744', 'Q9BQA1')]"
8G2Y,"[('P62873', 'Q5T601'), ('P62873', 'P59768'), ('Q5T601', 'P59768')]"
8G57,"[('P06899', 'Q8N6T7'), ('P06899', 'P04908'), ('Q8N6T7', 'P04908')]"
8GQ6,"[('Q8IY47', 'P62877'), ('Q8IY47', 'Q13618'), ('P62877', 'Q13618')]"
8GS5,"[('P51553', 'O43837'), ('P51553', 'P50213'), ('O43837', 'P50213')]"
8GUY,"[('P06213', 'F8WCM5'), ('P06213', 'P01308'), ('F8WCM5', 'P01308')]"
8GZ1,"[('Q07699', 'Q9UQD0'), ('Q07699', 'O60939'), ('Q9UQD0', 'O60939')]"
8GZ2,"[('Q07699', 'Q9UQD0'), ('Q07699', 'O60939'), ('Q9UQD0', 'O60939')]"
8H0P,"[('P62873', 'P28336'), ('P62873', 'P59768'), ('P28336', 'P59768')]"
8H0Q,"[('P62873', 'P30550'), ('P62873', 'P59768'), ('P30550', 'P59768')]"
8H33,"[('Q8IY47', 'P62877'), ('Q8IY47', 'Q13618'), ('P62877', 'Q13618')]"
8H34,"[('Q8IY47', 'P62877'), ('Q8IY47', 'Q13618'), ('P62877', 'Q13618')]"
8H35,"[('Q8IY47', 'P62877'), ('Q8IY47', 'Q13618'), ('P62877', 'Q13618')]"
8H3Q,"[('Q86VP6', 'P62877'), ('Q86VP6', 'Q13618'), ('P62877', 'Q13618')]"
8H3R,"[('Q8IY47', 'P62877'), ('Q8IY47', 'Q13618'), ('P62877', 'Q13618')]"
8H4I,"[('P62873', 'Q5NUL3'), ('P62873', 'P59768'), ('Q5NUL3', 'P59768')]"
8H4K,"[('P62873', 'Q5NUL3'), ('P62873', 'P59768'), ('Q5NUL3', 'P59768')]"
8H4L,"[('P62873', 'Q5NUL3'), ('P62873', 'P59768'), ('Q5NUL3', 'P59768')]"
8H9G,"[('P24539', 'O75947'), ('P24539', 'P18859'), ('O75947', 'P18859')]"
8H9K,"[('P24539', 'O75947'), ('P24539', 'P18859'), ('O75947', 'P18859')]"
8H9N,"[('P24539', 'O75947'), ('P24539', 'P18859'), ('O75947', 'P18859')]"
8H9R,"[('P24539', 'O75947'), ('P24539', 'P18859'), ('O75947', 'P18859')]"
8HE5,"[('P62805', 'P06899'), ('P62805', 'P04908'), ('P06899', 'P04908')]"
8HGO,"[('P01133', 'P00533'), ('P01133', 'P04626'), ('P00533', 'P04626')]"
8HGP,"[('O14944', 'P00533'), ('O14944', 'P04626'), ('P00533', 'P04626')]"
8HK2,"[('P63096', 'P01024'), ('P63096', 'Q16581'), ('P01024', 'Q16581')]"
8HK5,"[('P63096', 'P21730'), ('P63096', 'P01031'), ('P21730', 'P01031')]"
8HPT,"[('P09471', 'P62873'), ('P09471', 'P59768'), ('P62873', 'P59768')]"
8HS3,"[('P63096', 'P62873'), ('P63096', 'P59768'), ('P62873', 'P59768')]"
8I17,"[('Q9Y5B9', 'P06899'), ('Q9Y5B9', 'P04908'), ('P06899', 'P04908')]"
8I5B,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
8I5E,"[('P01116', 'P61769'), ('P01116', 'U5YJJ6'), ('P61769', 'U5YJJ6')]"
8I5G,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
8I5X,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
8I5Y,"[('Q07699', 'O60939'), ('Q07699', 'Q15858'), ('O60939', 'Q15858')]"
8I9A,"[('Q16581', 'P62873'), ('Q16581', 'P59768'), ('P62873', 'P59768')]"
8IHB,"[('P63096', 'Q8TDS4'), ('P63096', 'P0ABE7'), ('Q8TDS4', 'P0ABE7')]"
8IHF,"[('P63096', 'Q8TDS4'), ('P63096', 'P0ABE7'), ('Q8TDS4', 'P0ABE7')]"
8IHH,"[('P63096', 'Q8TDS4'), ('P63096', 'P0ABE7'), ('Q8TDS4', 'P0ABE7')]"
8IHI,"[('P63096', 'Q8TDS4'), ('P63096', 'P0ABE7'), ('Q8TDS4', 'P0ABE7')]"
8IHJ,"[('P63096', 'P49019'), ('P63096', 'P0ABE7'), ('P49019', 'P0ABE7')]"
8IRR,"[('P21728', 'P62873'), ('P21728', 'P59768'), ('P62873', 'P59768')]"
8IUK,"[('P62873', 'P43088'), ('P62873', 'P59768'), ('P43088', 'P59768')]"
8IUL,"[('P62873', 'P43088'), ('P62873', 'P59768'), ('P43088', 'P59768')]"
8IUM,"[('P62873', 'P43088'), ('P62873', 'P59768'), ('P43088', 'P59768')]"
8JR9,"[('P62873', 'Q03431'), ('P62873', 'P59768'), ('Q03431', 'P59768')]"
8KB5,"[('P62805', 'P06899'), ('P62805', 'P04908'), ('P06899', 'P04908')]"
8OEW,"[('Q15369', 'Q14241'), ('Q15369', 'Q15370'), ('Q14241', 'Q15370')]"
8ORM,"[('P50613', 'P51948'), ('P50613', 'P51946'), ('P51948', 'P51946')]"
8OV6,"[('Q9NXF7', 'O60885'), ('Q9NXF7', 'Q16531'), ('O60885', 'Q16531')]"
8P0F,"[('P40337', 'Q15369'), ('P40337', 'Q15370'), ('Q15369', 'Q15370')]"
8P2K,"[('P53582', 'Q13765'), ('P53582', 'A0A7I2YQL2'), ('Q13765', 'A0A7I2YQL2')]"
